#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ITGA3	ACTB	9606.ENSP00000315190	9606.ENSP00000494750	0	0	0	0	0.046	0	0.650	0.331	0.757
ITGA3	ITGA6	9606.ENSP00000315190	9606.ENSP00000386896	0	0	0	0.855	0.070	0	0.540	0.633	0.829
ITGA3	CD9	9606.ENSP00000315190	9606.ENSP00000371958	0	0	0	0	0.089	0.626	0	0.917	0.969
ITGA3	FN1	9606.ENSP00000315190	9606.ENSP00000346839	0	0	0	0	0.099	0.292	0.900	0.990	0.999
ITGA3	ITGB1	9606.ENSP00000315190	9606.ENSP00000379350	0	0	0	0	0.099	0.625	0.900	0.995	0.999
ITGA6	ITGB4	9606.ENSP00000386896	9606.ENSP00000200181	0	0	0	0	0.131	0.647	0.900	0.999	0.999
ITGA6	LAMC1	9606.ENSP00000386896	9606.ENSP00000258341	0	0	0	0	0.083	0.903	0.650	0.425	0.979
ITGA6	ITGAV	9606.ENSP00000386896	9606.ENSP00000261023	0	0	0	0.691	0.062	0	0.540	0.756	0.885
ITGA6	ITGA2	9606.ENSP00000386896	9606.ENSP00000296585	0	0	0	0.594	0.125	0	0.540	0.726	0.880
ITGA6	LAMB2	9606.ENSP00000386896	9606.ENSP00000307156	0	0	0	0	0.080	0	0.650	0.165	0.707
ITGA6	ITGA3	9606.ENSP00000386896	9606.ENSP00000315190	0	0	0	0.855	0.070	0	0.540	0.633	0.829
ITGA6	FN1	9606.ENSP00000386896	9606.ENSP00000346839	0	0	0	0	0.059	0	0.650	0.799	0.928
ITGA6	CD9	9606.ENSP00000386896	9606.ENSP00000371958	0	0	0	0	0.105	0.512	0	0.728	0.871
ITGA6	ITGB1	9606.ENSP00000386896	9606.ENSP00000379350	0	0	0	0	0.139	0.979	0.900	0.997	0.999
ITGA6	CD44	9606.ENSP00000386896	9606.ENSP00000398632	0	0	0	0	0.073	0	0	0.734	0.743
ITGA6	ACTB	9606.ENSP00000386896	9606.ENSP00000494750	0	0	0	0	0.046	0	0.650	0.457	0.803
ITGAV	ITGB4	9606.ENSP00000261023	9606.ENSP00000200181	0	0	0	0	0.060	0.135	0.720	0.728	0.929
ITGAV	LAMC1	9606.ENSP00000261023	9606.ENSP00000258341	0	0	0	0	0.138	0.071	0.650	0.650	0.888
ITGAV	RHOA	9606.ENSP00000261023	9606.ENSP00000400175	0	0	0	0	0.065	0.162	0.500	0.354	0.713
ITGAV	CD9	9606.ENSP00000261023	9606.ENSP00000371958	0	0	0	0	0.143	0.046	0	0.683	0.718
ITGAV	LAMB2	9606.ENSP00000261023	9606.ENSP00000307156	0	0	0	0	0.109	0	0.650	0.262	0.750
ITGAV	CD47	9606.ENSP00000261023	9606.ENSP00000355361	0	0	0	0	0.093	0	0.400	0.617	0.773
ITGAV	ACTB	9606.ENSP00000261023	9606.ENSP00000494750	0	0	0	0	0.053	0	0.650	0.442	0.799
ITGAV	CD44	9606.ENSP00000261023	9606.ENSP00000398632	0	0	0	0	0.089	0	0	0.842	0.850
ITGAV	CD36	9606.ENSP00000261023	9606.ENSP00000415743	0	0	0	0	0.074	0	0.400	0.793	0.875
ITGAV	ITGA6	9606.ENSP00000261023	9606.ENSP00000386896	0	0	0	0.691	0.062	0	0.540	0.756	0.885
ITGAV	SDC1	9606.ENSP00000261023	9606.ENSP00000370542	0	0	0	0	0.062	0	0.900	0.261	0.924
ITGAV	ITGA2	9606.ENSP00000261023	9606.ENSP00000296585	0	0	0	0.598	0.164	0	0.900	0.646	0.967
ITGAV	ITGA3	9606.ENSP00000261023	9606.ENSP00000315190	0	0	0	0.647	0.067	0	0.900	0.689	0.968
ITGAV	MFGE8	9606.ENSP00000261023	9606.ENSP00000268150	0	0	0	0	0.062	0.422	0	0.976	0.985
ITGAV	ITGB1	9606.ENSP00000261023	9606.ENSP00000379350	0	0	0	0	0.197	0.742	0.900	0.994	0.999
ITGAV	FN1	9606.ENSP00000261023	9606.ENSP00000346839	0	0	0	0	0.126	0.960	0.900	0.997	0.999
ITGB1	ITGB4	9606.ENSP00000379350	9606.ENSP00000200181	0	0	0	0.821	0.072	0	0.720	0.482	0.853
ITGB1	LAMC1	9606.ENSP00000379350	9606.ENSP00000258341	0	0	0	0	0.167	0.900	0.650	0.472	0.982
ITGB1	ITGAV	9606.ENSP00000379350	9606.ENSP00000261023	0	0	0	0	0.197	0.742	0.900	0.994	0.999
ITGB1	MCAM	9606.ENSP00000379350	9606.ENSP00000264036	0	0	0	0	0.051	0.071	0.400	0.701	0.820
ITGB1	ITGA2	9606.ENSP00000379350	9606.ENSP00000296585	0	0	0	0	0.117	0.743	0.900	0.997	0.999
ITGB1	LAMB2	9606.ENSP00000379350	9606.ENSP00000307156	0	0	0	0	0.084	0.046	0.650	0.194	0.720
ITGB1	ITGA3	9606.ENSP00000379350	9606.ENSP00000315190	0	0	0	0	0.099	0.625	0.900	0.995	0.999
ITGB1	BSG	9606.ENSP00000379350	9606.ENSP00000333769	0	0	0	0	0.042	0.071	0.500	0.916	0.957
ITGB1	FN1	9606.ENSP00000379350	9606.ENSP00000346839	0	0	0	0	0.099	0.981	0.900	0.998	0.999
ITGB1	CD47	9606.ENSP00000379350	9606.ENSP00000355361	0	0	0	0	0.111	0.292	0.400	0.562	0.812
ITGB1	HSPG2	9606.ENSP00000379350	9606.ENSP00000363827	0	0	0	0	0.084	0	0.900	0.473	0.947
ITGB1	AGRN	9606.ENSP00000379350	9606.ENSP00000368678	0	0	0	0	0.046	0	0.500	0.592	0.788
ITGB1	CD9	9606.ENSP00000379350	9606.ENSP00000371958	0	0	0	0	0.061	0.785	0	0.953	0.989
ITGB1	RHOA	9606.ENSP00000379350	9606.ENSP00000400175	0	0	0	0	0.123	0.165	0	0.797	0.839
ITGB1	CD36	9606.ENSP00000379350	9606.ENSP00000415743	0	0	0	0	0.113	0.292	0	0.801	0.864
ITGB1	CD44	9606.ENSP00000379350	9606.ENSP00000398632	0	0	0	0	0.122	0.226	0	0.942	0.957
ITGB1	ACTB	9606.ENSP00000379350	9606.ENSP00000494750	0	0	0	0	0.084	0.077	0.900	0.835	0.984
ITGB1	ITGA6	9606.ENSP00000379350	9606.ENSP00000386896	0	0	0	0	0.139	0.979	0.900	0.997	0.999
ITGB4	LAMB2	9606.ENSP00000200181	9606.ENSP00000307156	0	0	0	0	0.084	0.046	0.650	0.201	0.723
ITGB4	JUP	9606.ENSP00000200181	9606.ENSP00000377508	0	0	0	0	0.128	0.529	0	0.385	0.725
ITGB4	FN1	9606.ENSP00000200181	9606.ENSP00000346839	0	0	0	0.546	0	0	0.650	0.355	0.764
ITGB4	LAMC1	9606.ENSP00000200181	9606.ENSP00000258341	0	0	0	0	0.049	0.099	0.650	0.417	0.802
ITGB4	SDC1	9606.ENSP00000200181	9606.ENSP00000370542	0	0	0	0	0.088	0.301	0.500	0.565	0.843
ITGB4	ITGB1	9606.ENSP00000200181	9606.ENSP00000379350	0	0	0	0.821	0.072	0	0.720	0.482	0.853
ITGB4	ITGA2	9606.ENSP00000200181	9606.ENSP00000296585	0	0	0	0	0.105	0.114	0.720	0.698	0.924
ITGB4	ITGAV	9606.ENSP00000200181	9606.ENSP00000261023	0	0	0	0	0.060	0.135	0.720	0.728	0.929
ITGB4	ACTB	9606.ENSP00000200181	9606.ENSP00000494750	0	0	0	0	0.042	0.070	0.900	0.376	0.936
ITGB4	ITGA3	9606.ENSP00000200181	9606.ENSP00000315190	0	0	0	0	0.216	0.361	0.720	0.890	0.982
ITGB4	ITGA6	9606.ENSP00000200181	9606.ENSP00000386896	0	0	0	0	0.131	0.647	0.900	0.999	0.999
JUP	ITGB4	9606.ENSP00000377508	9606.ENSP00000200181	0	0	0	0	0.128	0.529	0	0.385	0.725
KPNA2	RAN	9606.ENSP00000438483	9606.ENSP00000446215	0	0	0	0	0.233	0.753	0.540	0.439	0.944
LAMB2	ITGB4	9606.ENSP00000307156	9606.ENSP00000200181	0	0	0	0	0.084	0.046	0.650	0.201	0.723
LAMB2	LAMC1	9606.ENSP00000307156	9606.ENSP00000258341	0	0	0	0.665	0.174	0.602	0.800	0.496	0.962
LAMB2	ITGAV	9606.ENSP00000307156	9606.ENSP00000261023	0	0	0	0	0.109	0	0.650	0.262	0.750
LAMB2	ITGA2	9606.ENSP00000307156	9606.ENSP00000296585	0	0	0	0	0.072	0	0.650	0.207	0.719
LAMB2	ITGA6	9606.ENSP00000307156	9606.ENSP00000386896	0	0	0	0	0.080	0	0.650	0.165	0.707
LAMB2	ITGB1	9606.ENSP00000307156	9606.ENSP00000379350	0	0	0	0	0.084	0.046	0.650	0.194	0.720
LAMB2	ITGA3	9606.ENSP00000307156	9606.ENSP00000315190	0	0	0	0	0.099	0	0.650	0.236	0.738
LAMB2	CD44	9606.ENSP00000307156	9606.ENSP00000398632	0	0	0	0	0	0	0.900	0.135	0.909
LAMC1	ITGB4	9606.ENSP00000258341	9606.ENSP00000200181	0	0	0	0	0.049	0.099	0.650	0.417	0.802
LAMC1	FN1	9606.ENSP00000258341	9606.ENSP00000346839	0	0	0	0	0.163	0	0	0.656	0.700
LAMC1	ITGA2	9606.ENSP00000258341	9606.ENSP00000296585	0	0	0	0	0.082	0.071	0.650	0.385	0.792
LAMC1	ITGA3	9606.ENSP00000258341	9606.ENSP00000315190	0	0	0	0	0.086	0.071	0.650	0.431	0.808
LAMC1	HSPG2	9606.ENSP00000258341	9606.ENSP00000363827	0	0	0	0.575	0.210	0	0.500	0.582	0.820
LAMC1	ITGAV	9606.ENSP00000258341	9606.ENSP00000261023	0	0	0	0	0.138	0.071	0.650	0.650	0.888
LAMC1	CD44	9606.ENSP00000258341	9606.ENSP00000398632	0	0	0	0	0.054	0	0.900	0.250	0.922
LAMC1	LAMB2	9606.ENSP00000258341	9606.ENSP00000307156	0	0	0	0.665	0.174	0.602	0.800	0.496	0.962
LAMC1	ITGA6	9606.ENSP00000258341	9606.ENSP00000386896	0	0	0	0	0.083	0.903	0.650	0.425	0.979
LAMC1	ITGB1	9606.ENSP00000258341	9606.ENSP00000379350	0	0	0	0	0.167	0.900	0.650	0.472	0.982
MAPK1	FN1	9606.ENSP00000215832	9606.ENSP00000346839	0	0	0	0	0	0	0.500	0.455	0.716
MAPK1	ACTB	9606.ENSP00000215832	9606.ENSP00000494750	0	0.002	0	0	0.097	0.087	0	0.740	0.767
MAPK1	GNB1	9606.ENSP00000215832	9606.ENSP00000367872	0	0	0	0	0.242	0.162	0.650	0.239	0.808
MAPK1	GRB2	9606.ENSP00000215832	9606.ENSP00000376345	0	0	0	0	0.093	0	0.400	0.866	0.920
MAPK1	PPP2R1A	9606.ENSP00000215832	9606.ENSP00000324804	0	0	0	0	0.092	0	0.900	0.289	0.929
MAPK1	NRAS	9606.ENSP00000215832	9606.ENSP00000358548	0	0	0	0	0.109	0.098	0.900	0.551	0.959
MCAM	CD44	9606.ENSP00000264036	9606.ENSP00000398632	0	0	0	0	0.055	0	0	0.696	0.700
MCAM	RHOC	9606.ENSP00000264036	9606.ENSP00000285735	0	0	0	0	0.047	0.163	0.500	0.411	0.733
MCAM	ITGB1	9606.ENSP00000264036	9606.ENSP00000379350	0	0	0	0	0.051	0.071	0.400	0.701	0.820
MFGE8	ITGAV	9606.ENSP00000268150	9606.ENSP00000261023	0	0	0	0	0.062	0.422	0	0.976	0.985
MFGE8	CD9	9606.ENSP00000268150	9606.ENSP00000371958	0	0	0	0	0.103	0	0	0.682	0.703
MYH9	RHOA	9606.ENSP00000216181	9606.ENSP00000400175	0	0	0	0	0.156	0.072	0.500	0.427	0.745
MYH9	CALM1	9606.ENSP00000216181	9606.ENSP00000499717	0	0	0	0	0.099	0.243	0.500	0.411	0.772
MYH9	TWF1	9606.ENSP00000216181	9606.ENSP00000449428	0	0	0	0	0	0.174	0.800	0.061	0.831
MYH9	SPTAN1	9606.ENSP00000216181	9606.ENSP00000487444	0	0	0	0	0.163	0.329	0.500	0.524	0.848
MYH9	MYO1C	9606.ENSP00000216181	9606.ENSP00000496954	0	0	0	0.747	0.095	0.164	0.800	0.265	0.873
MYH9	TPM4	9606.ENSP00000216181	9606.ENSP00000494125	0	0	0	0	0.222	0.505	0	0.718	0.882
MYH9	ACTB	9606.ENSP00000216181	9606.ENSP00000494750	0	0	0	0	0.420	0.680	0.900	0.602	0.991
MYO1C	MYH9	9606.ENSP00000496954	9606.ENSP00000216181	0	0	0	0.747	0.095	0.164	0.800	0.265	0.873
MYO1C	CALM3	9606.ENSP00000496954	9606.ENSP00000291295	0	0	0	0	0.047	0.936	0	0.255	0.950
MYO1C	TWF1	9606.ENSP00000496954	9606.ENSP00000449428	0	0	0	0	0.042	0.315	0.800	0.092	0.864
MYO1C	ACTB	9606.ENSP00000496954	9606.ENSP00000494750	0	0	0	0	0.063	0.186	0.900	0.659	0.970
MYO1C	CALM2	9606.ENSP00000496954	9606.ENSP00000499797	0	0	0	0	0	0.923	0	0.051	0.924
MYO1C	CALM1	9606.ENSP00000496954	9606.ENSP00000499717	0	0	0	0	0	0.268	0.900	0.088	0.927
NPM1	H4C6	9606.ENSP00000296930	9606.ENSP00000244537	0	0	0	0	0.075	0.796	0.500	0.813	0.980
NPM1	HNRNPD	9606.ENSP00000296930	9606.ENSP00000313199	0	0	0	0	0.190	0.294	0	0.520	0.702
NPM1	H3C1	9606.ENSP00000296930	9606.ENSP00000480826	0	0	0	0	0.085	0.794	0	0.066	0.809
NPM1	TPM4	9606.ENSP00000296930	9606.ENSP00000494125	0	0	0	0	0.085	0	0.500	0.638	0.820
NPM1	NRAS	9606.ENSP00000296930	9606.ENSP00000358548	0	0	0	0	0.091	0.045	0	0.822	0.832
NPM1	RAN	9606.ENSP00000296930	9606.ENSP00000446215	0	0	0	0	0.516	0	0.500	0.411	0.845
NPM1	RUVBL1	9606.ENSP00000296930	9606.ENSP00000318297	0	0	0	0	0.187	0	0.800	0.223	0.862
NPM1	GRB2	9606.ENSP00000296930	9606.ENSP00000376345	0	0	0	0	0.049	0.421	0.500	0.742	0.919
NRAS	MAPK1	9606.ENSP00000358548	9606.ENSP00000215832	0	0	0	0	0.109	0.098	0.900	0.551	0.959
NRAS	CALM3	9606.ENSP00000358548	9606.ENSP00000291295	0	0	0	0	0.074	0.130	0.900	0.554	0.959
NRAS	NPM1	9606.ENSP00000358548	9606.ENSP00000296930	0	0	0	0	0.091	0.045	0	0.822	0.832
NRAS	GNB1	9606.ENSP00000358548	9606.ENSP00000367872	0	0	0	0	0.097	0.095	0.650	0.242	0.754
NRAS	GRB2	9606.ENSP00000358548	9606.ENSP00000376345	0	0	0	0	0.104	0.209	0.500	0.539	0.815
NUDC	PTGES3	9606.ENSP00000319664	9606.ENSP00000482075	0	0	0	0	0.309	0	0	0.810	0.863
NUDC	DYNC1H1	9606.ENSP00000319664	9606.ENSP00000348965	0	0	0	0	0.067	0.095	0.500	0.869	0.937
PABPC1	PTBP1	9606.ENSP00000313007	9606.ENSP00000349428	0	0	0	0	0.279	0	0	0.677	0.757
PABPC1	PCBP2	9606.ENSP00000313007	9606.ENSP00000352438	0	0	0	0	0.508	0.456	0	0.731	0.922
PABPC1	DDX3X	9606.ENSP00000313007	9606.ENSP00000494040	0	0	0	0	0.344	0.646	0	0.825	0.956
PABPC1	HNRNPD	9606.ENSP00000313007	9606.ENSP00000313199	0	0	0	0.588	0.192	0.741	0.540	0.640	0.960
PABPC1	EIF4B	9606.ENSP00000313007	9606.ENSP00000388806	0	0	0	0	0.235	0.465	0.800	0.993	0.999
PABPC1	EIF4A2	9606.ENSP00000313007	9606.ENSP00000326381	0	0	0	0	0.402	0.269	0.500	0.998	0.999
PCBP2	PABPC1	9606.ENSP00000352438	9606.ENSP00000313007	0	0	0	0	0.508	0.456	0	0.731	0.922
PCBP2	HNRNPD	9606.ENSP00000352438	9606.ENSP00000313199	0	0	0	0	0.528	0.287	0.400	0.808	0.956
PCBP2	PTBP1	9606.ENSP00000352438	9606.ENSP00000349428	0	0	0	0	0.527	0.292	0.400	0.704	0.932
PFN1	CALM3	9606.ENSP00000225655	9606.ENSP00000291295	0	0	0	0	0.159	0.051	0	0.741	0.776
PFN1	RHOC	9606.ENSP00000225655	9606.ENSP00000285735	0	0	0	0	0.633	0.213	0.500	0.334	0.891
PFN1	RHOA	9606.ENSP00000225655	9606.ENSP00000400175	0	0	0	0	0.445	0.211	0.500	0.757	0.939
PFN1	FMNL1	9606.ENSP00000225655	9606.ENSP00000329219	0	0	0	0	0.063	0.329	0.500	0.870	0.953
PFN1	DIAPH1	9606.ENSP00000225655	9606.ENSP00000373706	0	0	0	0	0.067	0.183	0.900	0.655	0.970
PFN1	CFL1	9606.ENSP00000225655	9606.ENSP00000432660	0	0	0	0	0.608	0.258	0.400	0.972	0.994
PFN1	ACTB	9606.ENSP00000225655	9606.ENSP00000494750	0	0	0	0	0.485	0.972	0.900	0.992	0.999
PPP2R1A	MAPK1	9606.ENSP00000324804	9606.ENSP00000215832	0	0	0	0	0.092	0	0.900	0.289	0.929
PTBP1	U2AF2	9606.ENSP00000349428	9606.ENSP00000307863	0	0	0	0	0.717	0.179	0	0.807	0.951
PTBP1	PABPC1	9606.ENSP00000349428	9606.ENSP00000313007	0	0	0	0	0.279	0	0	0.677	0.757
PTBP1	HNRNPD	9606.ENSP00000349428	9606.ENSP00000313199	0	0	0	0	0.329	0.783	0.400	0.598	0.960
PTBP1	PCBP2	9606.ENSP00000349428	9606.ENSP00000352438	0	0	0	0	0.527	0.292	0.400	0.704	0.932
PTGES3	RUVBL1	9606.ENSP00000482075	9606.ENSP00000318297	0	0	0	0	0.186	0.183	0.540	0.506	0.828
PTGES3	NUDC	9606.ENSP00000482075	9606.ENSP00000319664	0	0	0	0	0.309	0	0	0.810	0.863
PTGES3	STIP1	9606.ENSP00000482075	9606.ENSP00000351646	0	0	0	0	0.442	0.569	0.900	0.863	0.996
PTGES3	RUVBL2	9606.ENSP00000482075	9606.ENSP00000473172	0	0	0	0	0.173	0.186	0.540	0.475	0.815
RAB7A	TUBA1A	9606.ENSP00000265062	9606.ENSP00000439020	0	0	0	0	0.109	0	0.650	0.146	0.710
RAB7A	TUBA1B	9606.ENSP00000265062	9606.ENSP00000336799	0	0	0	0	0.117	0	0.650	0.154	0.716
RAB7A	DYNC1H1	9606.ENSP00000265062	9606.ENSP00000348965	0	0	0	0	0.060	0.066	0.800	0.429	0.886
RAD23A	UBE2N	9606.ENSP00000467024	9606.ENSP00000316176	0	0	0	0	0.068	0.172	0.500	0.365	0.722
RAN	H4C6	9606.ENSP00000446215	9606.ENSP00000244537	0	0	0	0	0.065	0.399	0.500	0.138	0.725
RAN	NPM1	9606.ENSP00000446215	9606.ENSP00000296930	0	0	0	0	0.516	0	0.500	0.411	0.845
RAN	KPNA2	9606.ENSP00000446215	9606.ENSP00000438483	0	0	0	0	0.233	0.753	0.540	0.439	0.944
RHOA	MYH9	9606.ENSP00000400175	9606.ENSP00000216181	0	0	0	0	0.156	0.072	0.500	0.427	0.745
RHOA	TAX1BP3	9606.ENSP00000400175	9606.ENSP00000225525	0	0	0	0	0.064	0	0.500	0.554	0.773
RHOA	PFN1	9606.ENSP00000400175	9606.ENSP00000225655	0	0	0	0	0.445	0.211	0.500	0.757	0.939
RHOA	ITGAV	9606.ENSP00000400175	9606.ENSP00000261023	0	0	0	0	0.065	0.162	0.500	0.354	0.713
RHOA	RHOC	9606.ENSP00000400175	9606.ENSP00000285735	0	0	0.048	0.984	0.216	0.834	0.500	0.337	0.951
RHOA	CALM3	9606.ENSP00000400175	9606.ENSP00000291295	0	0	0	0	0.132	0.097	0	0.776	0.809
RHOA	FMNL1	9606.ENSP00000400175	9606.ENSP00000329219	0	0	0	0	0.086	0.244	0	0.761	0.821
RHOA	FN1	9606.ENSP00000400175	9606.ENSP00000346839	0	0	0	0	0.079	0	0	0.722	0.734
RHOA	GNB1	9606.ENSP00000400175	9606.ENSP00000367872	0	0	0	0	0.255	0.096	0.500	0.670	0.874
RHOA	DIAPH1	9606.ENSP00000400175	9606.ENSP00000373706	0	0	0	0	0.097	0.677	0.900	0.828	0.994
RHOA	ITGB1	9606.ENSP00000400175	9606.ENSP00000379350	0	0	0	0	0.123	0.165	0	0.797	0.839
RHOA	CD44	9606.ENSP00000400175	9606.ENSP00000398632	0	0	0	0	0.109	0.162	0	0.732	0.783
RHOA	CFL1	9606.ENSP00000400175	9606.ENSP00000432660	0	0	0	0	0.268	0.068	0.500	0.902	0.962
RHOA	ACTB	9606.ENSP00000400175	9606.ENSP00000494750	0	0	0	0	0.426	0.070	0.900	0.646	0.978
RHOA	ARHGDIA	9606.ENSP00000400175	9606.ENSP00000463939	0	0	0	0	0.174	0.950	0.900	0.997	0.999
RHOC	PFN1	9606.ENSP00000285735	9606.ENSP00000225655	0	0	0	0	0.633	0.213	0.500	0.334	0.891
RHOC	MCAM	9606.ENSP00000285735	9606.ENSP00000264036	0	0	0	0	0.047	0.163	0.500	0.411	0.733
RHOC	ACTB	9606.ENSP00000285735	9606.ENSP00000494750	0	0	0	0	0.336	0.070	0.500	0.389	0.786
RHOC	CFL1	9606.ENSP00000285735	9606.ENSP00000432660	0	0	0	0	0.105	0.068	0	0.776	0.797
RHOC	RHOA	9606.ENSP00000285735	9606.ENSP00000400175	0	0	0.048	0.984	0.216	0.834	0.500	0.337	0.951
RHOC	DIAPH1	9606.ENSP00000285735	9606.ENSP00000373706	0	0	0	0	0.081	0.666	0.500	0.845	0.973
RHOC	ARHGDIA	9606.ENSP00000285735	9606.ENSP00000463939	0	0	0	0	0.160	0.765	0.700	0.812	0.987
RUVBL1	H4C6	9606.ENSP00000318297	9606.ENSP00000244537	0	0	0	0	0.058	0.890	0.500	0.560	0.974
RUVBL1	NPM1	9606.ENSP00000318297	9606.ENSP00000296930	0	0	0	0	0.187	0	0.800	0.223	0.862
RUVBL1	H2AZ2	9606.ENSP00000318297	9606.ENSP00000308405	0	0	0	0	0.117	0.519	0.500	0.657	0.917
RUVBL1	STIP1	9606.ENSP00000318297	9606.ENSP00000351646	0	0	0	0	0.371	0.132	0.540	0.231	0.781
RUVBL1	PTGES3	9606.ENSP00000318297	9606.ENSP00000482075	0	0	0	0	0.186	0.183	0.540	0.506	0.828
RUVBL1	H4C2	9606.ENSP00000318297	9606.ENSP00000366974	0	0	0	0	0.042	0.851	0	0.105	0.861
RUVBL1	H4C4	9606.ENSP00000318297	9606.ENSP00000479461	0	0	0	0	0	0.851	0	0.104	0.861
RUVBL1	H4C14	9606.ENSP00000318297	9606.ENSP00000462667	0	0	0	0	0	0.851	0	0.105	0.861
RUVBL1	H4C9	9606.ENSP00000318297	9606.ENSP00000481486	0	0	0	0	0	0.851	0	0.111	0.862
RUVBL1	H4C11	9606.ENSP00000318297	9606.ENSP00000347168	0	0	0	0	0	0.851	0	0.111	0.862
RUVBL1	H4C8	9606.ENSP00000318297	9606.ENSP00000489236	0	0	0	0	0.042	0.851	0	0.111	0.862
RUVBL1	H4C5	9606.ENSP00000318297	9606.ENSP00000484789	0	0	0	0	0	0.851	0	0.107	0.862
RUVBL1	H4C1	9606.ENSP00000318297	9606.ENSP00000479106	0	0	0	0	0	0.851	0	0.111	0.862
RUVBL1	H4C12	9606.ENSP00000318297	9606.ENSP00000479794	0	0	0	0	0	0.851	0	0.110	0.862
RUVBL1	H4C13	9606.ENSP00000318297	9606.ENSP00000480960	0	0	0	0	0.045	0.851	0	0.109	0.862
RUVBL1	H4C15	9606.ENSP00000318297	9606.ENSP00000462355	0	0	0	0	0	0.851	0	0.111	0.862
RUVBL1	H4C3	9606.ENSP00000318297	9606.ENSP00000367034	0	0	0	0	0.043	0.851	0	0.134	0.866
RUVBL1	H2AX	9606.ENSP00000318297	9606.ENSP00000434024	0	0	0	0	0.075	0.647	0.500	0.289	0.868
RUVBL1	H3C2	9606.ENSP00000318297	9606.ENSP00000484841	0	0	0	0	0.045	0.869	0	0.069	0.874
RUVBL1	H3C10	9606.ENSP00000318297	9606.ENSP00000358160	0	0	0	0	0.042	0.869	0	0.083	0.875
RUVBL1	H3C7	9606.ENSP00000318297	9606.ENSP00000484095	0	0	0	0	0	0.869	0	0.086	0.876
RUVBL1	H3C8	9606.ENSP00000318297	9606.ENSP00000484638	0	0	0	0	0	0.869	0	0.087	0.876
RUVBL1	H3C11	9606.ENSP00000318297	9606.ENSP00000483283	0	0	0	0	0	0.869	0	0.088	0.876
RUVBL1	H3C4	9606.ENSP00000318297	9606.ENSP00000366999	0	0	0	0	0.044	0.869	0	0.085	0.876
RUVBL1	H3C1	9606.ENSP00000318297	9606.ENSP00000480826	0	0	0	0	0	0.869	0	0.090	0.876
RUVBL1	H3C3	9606.ENSP00000318297	9606.ENSP00000484658	0	0	0	0	0	0.869	0	0.154	0.885
RUVBL1	H3C6	9606.ENSP00000318297	9606.ENSP00000489282	0	0	0	0	0	0.869	0	0.163	0.886
RUVBL1	H3C12	9606.ENSP00000318297	9606.ENSP00000352252	0	0	0	0	0.056	0.869	0	0.343	0.912
RUVBL1	ACTB	9606.ENSP00000318297	9606.ENSP00000494750	0	0	0	0	0.057	0.800	0.900	0.714	0.993
RUVBL1	RUVBL2	9606.ENSP00000318297	9606.ENSP00000473172	0	0	0.068	0.918	0.932	0.997	0.900	0.988	0.999
RUVBL2	H4C6	9606.ENSP00000473172	9606.ENSP00000244537	0	0	0	0	0.055	0.911	0.400	0.517	0.972
RUVBL2	H2AZ2	9606.ENSP00000473172	9606.ENSP00000308405	0	0	0	0	0.091	0.519	0	0.581	0.801
RUVBL2	RUVBL1	9606.ENSP00000473172	9606.ENSP00000318297	0	0	0.068	0.918	0.932	0.997	0.900	0.988	0.999
RUVBL2	H4C11	9606.ENSP00000473172	9606.ENSP00000347168	0	0	0	0	0	0.853	0	0.122	0.866
RUVBL2	STIP1	9606.ENSP00000473172	9606.ENSP00000351646	0	0	0	0	0.283	0.137	0.540	0.275	0.766
RUVBL2	H3C12	9606.ENSP00000473172	9606.ENSP00000352252	0	0	0	0	0.080	0.863	0	0.391	0.917
RUVBL2	H3C10	9606.ENSP00000473172	9606.ENSP00000358160	0	0	0	0	0.069	0.863	0	0.118	0.878
RUVBL2	H4C2	9606.ENSP00000473172	9606.ENSP00000366974	0	0	0	0	0.056	0.853	0	0.119	0.867
RUVBL2	H3C4	9606.ENSP00000473172	9606.ENSP00000366999	0	0	0	0	0.069	0.863	0	0.119	0.878
RUVBL2	H4C3	9606.ENSP00000473172	9606.ENSP00000367034	0	0	0	0	0.053	0.853	0	0.110	0.865
RUVBL2	H4C15	9606.ENSP00000473172	9606.ENSP00000462355	0	0	0	0	0	0.853	0	0.122	0.866
RUVBL2	H4C14	9606.ENSP00000473172	9606.ENSP00000462667	0	0	0	0	0	0.853	0	0.119	0.865
RUVBL2	PTGES3	9606.ENSP00000473172	9606.ENSP00000482075	0	0	0	0	0.173	0.186	0.540	0.475	0.815
RUVBL2	H4C12	9606.ENSP00000473172	9606.ENSP00000479794	0	0	0	0	0	0.853	0	0.121	0.865
RUVBL2	H4C4	9606.ENSP00000473172	9606.ENSP00000479461	0	0	0	0	0	0.853	0	0.117	0.865
RUVBL2	H4C5	9606.ENSP00000473172	9606.ENSP00000484789	0	0	0	0	0	0.853	0	0.120	0.865
RUVBL2	H4C1	9606.ENSP00000473172	9606.ENSP00000479106	0	0	0	0	0	0.853	0	0.122	0.866
RUVBL2	H4C9	9606.ENSP00000473172	9606.ENSP00000481486	0	0	0	0	0	0.853	0	0.122	0.866
RUVBL2	H4C8	9606.ENSP00000473172	9606.ENSP00000489236	0	0	0	0	0	0.853	0	0.122	0.866
